model,image_key,prompt,gen_img_path
Ghibli,WOMEN-Sweatshirts_Hoodies-id_00000095-01_3_back.jpg,"The sweater the person wears has long sleeves and its fabric is cotton. The pattern of it is solid color. The person wears a three-point shorts, with leather fabric and solid color patterns. This female wears a ring.",image_generated/Ghibli/WOMEN-Sweatshirts_Hoodies-id_00000095-01_3_back.jpg
Ghibli_Metadata,WOMEN-Sweatshirts_Hoodies-id_00000095-01_3_back.jpg,"The sweater the person wears has long sleeves and its fabric is cotton. The pattern of it is solid color. The person wears a three-point shorts, with leather fabric and solid color patterns. This female wears a ring. | gender: WOMEN, category: Sweatshirts_Hoodies, view: back, sleeve_length: long-sleeve, lower_clothing_length: three-point, socks: NA, hat: no, glasses: no, neckwear: NA, wrist_wearing: no, ring: yes, waist_accessories: hidden, neckline: NA, outer_clothing_cardigan: NA, upper_clothing_covers_navel: NA, upper_fabric: cotton, lower_fabric: leather, outer_fabric: NA, upper_color: pure color, lower_color: pure color, outer_color: NA",image_generated/Ghibli_Metadata/WOMEN-Sweatshirts_Hoodies-id_00000095-01_3_back.jpg
Ghibli,WOMEN-Sweatshirts_Hoodies-id_00000095-01_7_additional.jpg,The person wears a long-sleeve sweater with graphic patterns and a three-point shorts. The sweater is with cotton fabric. The neckline of the sweater is round. The shorts are with leather fabric and solid color patterns. There is a ring on her finger. This woman wears socks in shoes. The person wears a hat.,image_generated/Ghibli/WOMEN-Sweatshirts_Hoodies-id_00000095-01_7_additional.jpg
Ghibli_Metadata,WOMEN-Sweatshirts_Hoodies-id_00000095-01_7_additional.jpg,"The person wears a long-sleeve sweater with graphic patterns and a three-point shorts. The sweater is with cotton fabric. The neckline of the sweater is round. The shorts are with leather fabric and solid color patterns. There is a ring on her finger. This woman wears socks in shoes. The person wears a hat. | gender: WOMEN, category: Sweatshirts_Hoodies, view: additional, sleeve_length: long-sleeve, lower_clothing_length: three-point, socks: socks, hat: yes, glasses: no, neckwear: no, wrist_wearing: no, ring: yes, waist_accessories: hidden, neckline: round, outer_clothing_cardigan: no, upper_clothing_covers_navel: yes, upper_fabric: cotton, lower_fabric: leather, outer_fabric: NA, upper_color: graphic, lower_color: pure color, outer_color: NA",image_generated/Ghibli_Metadata/WOMEN-Sweatshirts_Hoodies-id_00000095-01_7_additional.jpg
Ghibli,WOMEN-Sweatshirts_Hoodies-id_00000121-01_2_side.jpg,This lady is wearing a long-sleeve sweater with graphic patterns. The sweater is with cotton fabric. The neckline of the sweater is round. This lady is wearing a ring on her finger.,image_generated/Ghibli/WOMEN-Sweatshirts_Hoodies-id_00000121-01_2_side.jpg
Ghibli_Metadata,WOMEN-Sweatshirts_Hoodies-id_00000121-01_2_side.jpg,"This lady is wearing a long-sleeve sweater with graphic patterns. The sweater is with cotton fabric. The neckline of the sweater is round. This lady is wearing a ring on her finger. | gender: WOMEN, category: Sweatshirts_Hoodies, view: side, sleeve_length: long-sleeve, lower_clothing_length: NA, socks: NA, hat: no, glasses: no, neckwear: no, wrist_wearing: no, ring: yes, waist_accessories: hidden, neckline: round, outer_clothing_cardigan: no, upper_clothing_covers_navel: yes, upper_fabric: cotton, lower_fabric: leather, outer_fabric: NA, upper_color: graphic, lower_color: pure color, outer_color: NA",image_generated/Ghibli_Metadata/WOMEN-Sweatshirts_Hoodies-id_00000121-01_2_side.jpg
Ghibli,WOMEN-Tees_Tanks-id_00000112-06_1_front.jpg,"The tank top the lady wears has no sleeves, its fabric is cotton, and it has pure color patterns. The tank top has a suspenders neckline. The lady wears a three-point shorts, with denim fabric and solid color patterns. There is an accessory on her wrist. There is a hat in her head. There is an accessory in his her neck. There is a ring on her finger.",image_generated/Ghibli/WOMEN-Tees_Tanks-id_00000112-06_1_front.jpg
Ghibli_Metadata,WOMEN-Tees_Tanks-id_00000112-06_1_front.jpg,"The tank top the lady wears has no sleeves, its fabric is cotton, and it has pure color patterns. The tank top has a suspenders neckline. The lady wears a three-point shorts, with denim fabric and solid color patterns. There is an accessory on her wrist. There is a hat in her head. There is an accessory in his her neck. There is a ring on her finger. | gender: WOMEN, category: Tees_Tanks, view: front, sleeve_length: sleeveless, lower_clothing_length: three-point, socks: NA, hat: yes, glasses: no, neckwear: yes, wrist_wearing: yes, ring: yes, waist_accessories: no, neckline: suspenders, outer_clothing_cardigan: no, upper_clothing_covers_navel: no, upper_fabric: cotton, lower_fabric: denim, outer_fabric: NA, upper_color: pure color, lower_color: pure color, outer_color: NA",image_generated/Ghibli_Metadata/WOMEN-Tees_Tanks-id_00000112-06_1_front.jpg
Ghibli,WOMEN-Tees_Tanks-id_00000112-06_3_back.jpg,This female wears a tank tank top with pure color patterns. The tank top is with cotton fabric. The shorts this female wears is of three-point length. The shorts are with denim fabric and pure color patterns. There is an accessory in his her neck. There is a ring on her finger. There is an accessory on her wrist. This woman wears a hat.,image_generated/Ghibli/WOMEN-Tees_Tanks-id_00000112-06_3_back.jpg
Ghibli_Metadata,WOMEN-Tees_Tanks-id_00000112-06_3_back.jpg,"This female wears a tank tank top with pure color patterns. The tank top is with cotton fabric. The shorts this female wears is of three-point length. The shorts are with denim fabric and pure color patterns. There is an accessory in his her neck. There is a ring on her finger. There is an accessory on her wrist. This woman wears a hat. | gender: WOMEN, category: Tees_Tanks, view: back, sleeve_length: sleeveless, lower_clothing_length: three-point, socks: NA, hat: yes, glasses: no, neckwear: yes, wrist_wearing: yes, ring: yes, waist_accessories: no, neckline: NA, outer_clothing_cardigan: NA, upper_clothing_covers_navel: NA, upper_fabric: cotton, lower_fabric: denim, outer_fabric: NA, upper_color: pure color, lower_color: pure color, outer_color: NA",image_generated/Ghibli_Metadata/WOMEN-Tees_Tanks-id_00000112-06_3_back.jpg
Ghibli,WOMEN-Tees_Tanks-id_00000112-06_7_additional.jpg,"Her tank shirt has sleeves cut off, cotton fabric and solid color patterns. It has a suspenders neckline. The pants the female wears is of three-point length. The pants are with denim fabric and pure color patterns. The lady has a hat in her head. The female wears a ring. There is an accessory on her wrist. This lady has neckwear.",image_generated/Ghibli/WOMEN-Tees_Tanks-id_00000112-06_7_additional.jpg
Ghibli_Metadata,WOMEN-Tees_Tanks-id_00000112-06_7_additional.jpg,"Her tank shirt has sleeves cut off, cotton fabric and solid color patterns. It has a suspenders neckline. The pants the female wears is of three-point length. The pants are with denim fabric and pure color patterns. The lady has a hat in her head. The female wears a ring. There is an accessory on her wrist. This lady has neckwear. | gender: WOMEN, category: Tees_Tanks, view: additional, sleeve_length: sleeveless, lower_clothing_length: three-point, socks: NA, hat: yes, glasses: no, neckwear: yes, wrist_wearing: yes, ring: yes, waist_accessories: no, neckline: suspenders, outer_clothing_cardigan: no, upper_clothing_covers_navel: no, upper_fabric: cotton, lower_fabric: denim, outer_fabric: NA, upper_color: pure color, lower_color: pure color, outer_color: NA",image_generated/Ghibli_Metadata/WOMEN-Tees_Tanks-id_00000112-06_7_additional.jpg
Ghibli,WOMEN-Tees_Tanks-id_00000113-01_1_front.jpg,"The upper clothing has short sleeves, cotton fabric and graphic patterns. The neckline of it is v-shape. The lower clothing is of three-point length. The fabric is leather and it has pure color patterns. The person is wearing a ring on her finger. There is an accessory on her wrist.",image_generated/Ghibli/WOMEN-Tees_Tanks-id_00000113-01_1_front.jpg
Ghibli_Metadata,WOMEN-Tees_Tanks-id_00000113-01_1_front.jpg,"The upper clothing has short sleeves, cotton fabric and graphic patterns. The neckline of it is v-shape. The lower clothing is of three-point length. The fabric is leather and it has pure color patterns. The person is wearing a ring on her finger. There is an accessory on her wrist. | gender: WOMEN, category: Tees_Tanks, view: front, sleeve_length: short-sleeve, lower_clothing_length: three-point, socks: NA, hat: no, glasses: no, neckwear: no, wrist_wearing: yes, ring: yes, waist_accessories: hidden, neckline: v-shape, outer_clothing_cardigan: no, upper_clothing_covers_navel: yes, upper_fabric: cotton, lower_fabric: leather, outer_fabric: NA, upper_color: graphic, lower_color: pure color, outer_color: NA",image_generated/Ghibli_Metadata/WOMEN-Tees_Tanks-id_00000113-01_1_front.jpg
Ghibli,WOMEN-Tees_Tanks-id_00000113-01_2_side.jpg,This woman wears a short-sleeve T-shirt with graphic patterns and a three-point shorts. The T-shirt is with cotton fabric. The shorts are with leather fabric and solid color patterns. This woman wears a ring. There is an accessory on her wrist.,image_generated/Ghibli/WOMEN-Tees_Tanks-id_00000113-01_2_side.jpg
Ghibli_Metadata,WOMEN-Tees_Tanks-id_00000113-01_2_side.jpg,"This woman wears a short-sleeve T-shirt with graphic patterns and a three-point shorts. The T-shirt is with cotton fabric. The shorts are with leather fabric and solid color patterns. This woman wears a ring. There is an accessory on her wrist. | gender: WOMEN, category: Tees_Tanks, view: side, sleeve_length: short-sleeve, lower_clothing_length: three-point, socks: NA, hat: no, glasses: no, neckwear: NA, wrist_wearing: yes, ring: yes, waist_accessories: hidden, neckline: NA, outer_clothing_cardigan: no, upper_clothing_covers_navel: yes, upper_fabric: cotton, lower_fabric: leather, outer_fabric: NA, upper_color: graphic, lower_color: pure color, outer_color: NA",image_generated/Ghibli_Metadata/WOMEN-Tees_Tanks-id_00000113-01_2_side.jpg
Ghibli,WOMEN-Tees_Tanks-id_00000113-01_7_additional.jpg,The lady wears a short-sleeve T-shirt with graphic patterns and three-point pants. The T-shirt is with cotton fabric. The pants are with leather fabric and solid color patterns. The lady is wearing a ring on her finger. There is an accessory on her wrist.,image_generated/Ghibli/WOMEN-Tees_Tanks-id_00000113-01_7_additional.jpg
Ghibli_Metadata,WOMEN-Tees_Tanks-id_00000113-01_7_additional.jpg,"The lady wears a short-sleeve T-shirt with graphic patterns and three-point pants. The T-shirt is with cotton fabric. The pants are with leather fabric and solid color patterns. The lady is wearing a ring on her finger. There is an accessory on her wrist. | gender: WOMEN, category: Tees_Tanks, view: additional, sleeve_length: short-sleeve, lower_clothing_length: three-point, socks: NA, hat: no, glasses: no, neckwear: no, wrist_wearing: yes, ring: yes, waist_accessories: hidden, neckline: NA, outer_clothing_cardigan: NA, upper_clothing_covers_navel: NA, upper_fabric: cotton, lower_fabric: leather, outer_fabric: NA, upper_color: graphic, lower_color: pure color, outer_color: NA",image_generated/Ghibli_Metadata/WOMEN-Tees_Tanks-id_00000113-01_7_additional.jpg
StableDiffusion,MEN-Denim-id_00000089-28_1_front.jpg,This gentleman is wearing a medium-sleeve shirt with pure color patterns. The shirt is with cotton fabric and its neckline is lapel. This gentleman wears a long trousers. The trousers are with cotton fabric and solid color patterns.,image_generated/StableDiffusion/MEN-Denim-id_00000089-28_1_front.jpg
